i_,name,mult,inchi
757,C6H12O1-5,1,"InChI=1S/C6H12O/c1-6-4-2-3-5-7-6/h6H,2-5H2,1H3"
758,C6H12O2-3,1,"InChI=1S/C6H12O/c1-3-4-6-5(2)7-6/h5-6H,3-4H2,1-2H3"
759,C6H12O2-4,1,"InChI=1S/C6H12O/c1-3-6-4-5(2)7-6/h5-6H,3-4H2,1-2H3"
760,C6H12O2-5,1,"InChI=1S/C6H12O/c1-5-3-4-6(2)7-5/h5-6H,3-4H2,1-2H3"
761,C6H12O3-4,1,"InChI=1S/C6H12O/c1-3-5-6(4-2)7-5/h5-6H,3-4H2,1-2H3"
762,C6H12OOH1-2O2,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-7H,2-5H2,1H3"
763,C6H12OOH1-3O2,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-7H,2-5H2,1H3"
764,C6H12OOH1-4O2,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-7H,2-5H2,1H3"
765,C6H12OOH1-5O2,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-7H,2-5H2,1H3"
766,C6H12OOH2-1O2,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6,8H,2-5H2,1H3"
767,C6H12OOH2-3O2,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-7H,3-4H2,1-2H3"
768,C6H12OOH2-4O2,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-7H,3-4H2,1-2H3"
769,C6H12OOH2-5O2,2,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-7H,3-4H2,1-2H3"
770,C6H12OOH2-6O2,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6,8H,2-5H2,1H3"
771,C6H12OOH3-1O2,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6,8H,2-5H2,1H3"
772,C6H12OOH3-2O2,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-6,8H,3-4H2,1-2H3"
773,C6H12OOH3-4O2,2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-7H,3-4H2,1-2H3"
774,C6H12OOH3-5O2,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3"
775,C6H12OOH3-6O2,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3"
776,C6H11-1D3OOH,1,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h4,6-7H,2-3,5H2,1H3"
777,C6H11-1D4OOH,1,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h3,6-7H,1,4-5H2,2H3"
778,C6H11-1D5OOH,1,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h3,6-7H,1,4-5H2,2H3"
779,C6H11-1D6OOH,1,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h2,7H,1,3-6H2"
780,C6H11-2D1OOH,1,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h4-5,7H,2-3,6H2,1H3"
781,C6H11-2D4OOH,1,"InChI=1S/C6H12O2/c1-3-5-6(4-2)8-7/h3,5-7H,4H2,1-2H3"
782,C6H11-2D5OOH,1,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h3-4,6-7H,5H2,1-2H3"
783,C6H11-2D6OOH,1,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h2-3,7H,4-6H2,1H3"
784,C6H11-3D1OOH,1,"InChI=1S/C6H12O2/c1-2-3-4-5-6-8-7/h3-4,7H,2,5-6H2,1H3"
785,C6H11-3D2OOH,1,"InChI=1S/C6H12O2/c1-3-4-5-6(2)8-7/h4-7H,3H2,1-2H3"
786,C6H11Q12-3,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h4,6-8H,2-3,5H2,1H3"
787,C6H11Q12-4,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h3,6-8H,2,4-5H2,1H3"
788,C6H11Q12-5,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h2,6-8H,3-5H2,1H3"
789,C6H11Q12-6,2,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-8H,1-5H2"
790,C6H11Q13-2,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h4,6-8H,2-3,5H2,1H3"
791,C6H11Q13-4,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h3,6-8H,2,4-5H2,1H3"
792,C6H11Q13-5,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h2,6-8H,3-5H2,1H3"
793,C6H11Q13-6,2,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-8H,1-5H2"
794,C6H11Q14-2,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h3,6-8H,2,4-5H2,1H3"
795,C6H11Q14-3,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h4,6-8H,2-3,5H2,1H3"
796,C6H11Q14-5,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h2,6-8H,3-5H2,1H3"
797,C6H11Q14-6,2,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-8H,1-5H2"
798,C6H11Q15-2,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h3,6-8H,2,4-5H2,1H3"
799,C6H11Q15-3,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h2,6-8H,3-5H2,1H3"
800,C6H11Q15-4,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h4,6-8H,2-3,5H2,1H3"
801,C6H11Q15-6,2,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-8H,1-5H2"
802,C6H11Q23-1,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,2-4H2,1H3"
803,C6H11Q23-4,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h4-8H,3H2,1-2H3"
804,C6H11Q23-5,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h3,5-8H,4H2,1-2H3"
805,C6H11Q23-6,2,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,1,3-4H2,2H3"
806,C6H11Q24-1,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,2-4H2,1H3"
807,C6H11Q24-3,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h4-8H,3H2,1-2H3"
808,C6H11Q24-5,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h3,5-8H,4H2,1-2H3"
809,C6H11Q24-6,2,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,1,3-4H2,2H3"
810,C6H11Q25-1,2,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-8H,1,3-4H2,2H3"
811,C6H11Q25-3,2,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h3,5-8H,4H2,1-2H3"
812,C6H11Q34-1,2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-8H,1,3-4H2,2H3"
813,C6H11Q34-2,2,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h3,5-8H,4H2,1-2H3"
814,C6KET12,1,"InChI=1S/C6H12O3/c1-2-3-4-6(5-7)9-8/h5-6,8H,2-4H2,1H3"
815,C6KET13,1,"InChI=1S/C6H12O3/c1-2-3-6(9-8)4-5-7/h5-6,8H,2-4H2,1H3"
816,C6KET14,1,"InChI=1S/C6H12O3/c1-2-6(9-8)4-3-5-7/h5-6,8H,2-4H2,1H3"
817,C6KET15,1,"InChI=1S/C6H12O3/c1-6(9-8)4-2-3-5-7/h5-6,8H,2-4H2,1H3"
818,C6KET21,1,"InChI=1S/C6H12O3/c1-2-3-4-6(7)5-9-8/h8H,2-5H2,1H3"
819,C6KET23,1,"InChI=1S/C6H12O3/c1-3-4-6(9-8)5(2)7/h6,8H,3-4H2,1-2H3"
820,C6KET24,1,"InChI=1S/C6H12O3/c1-3-6(9-8)4-5(2)7/h6,8H,3-4H2,1-2H3"
821,C6KET25,1,"InChI=1S/C6H12O3/c1-5(7)3-4-6(2)9-8/h6,8H,3-4H2,1-2H3"
822,C6KET26,1,"InChI=1S/C6H12O3/c1-6(7)4-2-3-5-9-8/h8H,2-5H2,1H3"
823,C6KET31,1,"InChI=1S/C6H12O3/c1-2-3-6(7)4-5-9-8/h8H,2-5H2,1H3"
824,C6KET32,1,"InChI=1S/C6H12O3/c1-3-4-6(7)5(2)9-8/h5,8H,3-4H2,1-2H3"
825,C6KET34,1,"InChI=1S/C6H12O3/c1-3-5(7)6(4-2)9-8/h6,8H,3-4H2,1-2H3"
826,C6KET35,1,"InChI=1S/C6H12O3/c1-3-6(7)4-5(2)9-8/h5,8H,3-4H2,1-2H3"
827,C6KET36,1,"InChI=1S/C6H12O3/c1-2-6(7)4-3-5-9-8/h8H,2-5H2,1H3"
828,C5H91-1,2,"InChI=1S/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3"
829,C6H11O12-3OOH,1,"InChI=1S/C6H12O3/c1-2-3-5(9-7)6-4-8-6/h5-7H,2-4H2,1H3"
830,C6H11O12-4OOH,1,"InChI=1S/C6H12O3/c1-2-5(9-7)3-6-4-8-6/h5-7H,2-4H2,1H3"
831,C6H11O12-5OOH,1,"InChI=1S/C6H12O3/c1-5(9-7)2-3-6-4-8-6/h5-7H,2-4H2,1H3"
832,C6H11O12-6OOH,1,"InChI=1S/C6H12O3/c7-9-4-2-1-3-6-5-8-6/h6-7H,1-5H2"
833,C6H11O13-2OOH,1,"InChI=1S/C6H12O3/c1-2-3-5-6(9-7)4-8-5/h5-7H,2-4H2,1H3"
834,C6H11O13-4OOH,1,"InChI=1S/C6H12O3/c1-2-5(9-7)6-3-4-8-6/h5-7H,2-4H2,1H3"
835,C6H11O13-5OOH,1,"InChI=1S/C6H12O3/c1-5(9-7)4-6-2-3-8-6/h5-7H,2-4H2,1H3"
836,C6H11O13-6OOH,1,"InChI=1S/C6H12O3/c7-9-4-1-2-6-3-5-8-6/h6-7H,1-5H2"
837,C6H11O14-2OOH,1,"InChI=1S/C6H12O3/c1-2-5-3-6(9-7)4-8-5/h5-7H,2-4H2,1H3"
838,C6H11O14-3OOH,1,"InChI=1S/C6H12O3/c1-2-5-6(9-7)3-4-8-5/h5-7H,2-4H2,1H3"
839,C6H11O14-5OOH,1,"InChI=1S/C6H12O3/c1-5(9-7)6-3-2-4-8-6/h5-7H,2-4H2,1H3"
840,C6H11O14-6OOH,1,"InChI=1S/C6H12O3/c7-9-5-3-6-2-1-4-8-6/h6-7H,1-5H2"
841,C6H11O15-2OOH,1,"InChI=1S/C6H12O3/c1-5-2-3-6(9-7)4-8-5/h5-7H,2-4H2,1H3"
842,C6H11O15-3OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-7)2-3-8-5/h5-7H,2-4H2,1H3"
843,C6H11O15-4OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-7)3-2-4-8-5/h5-7H,2-4H2,1H3"
844,C6H11O15-6OOH,1,"InChI=1S/C6H12O3/c7-9-5-6-3-1-2-4-8-6/h6-7H,1-5H2"
845,C6H11O23-1OOH,1,"InChI=1S/C6H12O3/c1-2-3-5-6(9-5)4-8-7/h5-7H,2-4H2,1H3"
846,C6H11O23-4OOH,1,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3"
847,C6H11O23-5OOH,1,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3"
848,C6H11O23-6OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-5)3-2-4-8-7/h5-7H,2-4H2,1H3"
849,C6H11O24-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3"
850,C6H11O24-3OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3"
851,C6H11O24-5OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3"
852,C6H11O24-6OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-5)2-3-8-7/h5-7H,2-4H2,1H3"
853,C6H11O25-1OOH,1,"InChI=1S/C6H12O3/c1-5-2-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3"
854,C6H11O25-3OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3"
855,C6H11O34-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-6(9-5)3-4-8-7/h5-7H,2-4H2,1H3"
856,C6H11O34-2OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3"
857,C4H7O12-4,2,"InChI=1S/C4H7O/c1-2-4-3-5-4/h4H,1-3H2"
858,C4H7O13-4,2,"InChI=1S/C4H7O/c1-4-2-3-5-4/h4H,1-3H2"
859,C4H7O23-1,2,"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3"
860,C5H9O12-5,2,"InChI=1S/C5H9O/c1-2-3-5-4-6-5/h5H,1-4H2"
861,C5H9O13-5,2,"InChI=1S/C5H9O/c1-2-5-3-4-6-5/h5H,1-4H2"
862,C5H9O14-5,2,"InChI=1S/C5H9O/c1-5-3-2-4-6-5/h5H,1-4H2"
863,C5H9O23-1,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,2-3H2,1H3"
864,C5H9O23-5,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,1,3H2,2H3"
865,C5H9O24-1,2,"InChI=1S/C5H9O/c1-4-3-5(2)6-4/h4-5H,1,3H2,2H3"
866,AC3H5CHO,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2"
867,PC4H9CO,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3"
868,C6KET12O,2,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h5-6H,2-4H2,1H3"
869,C6KET13O,2,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h5-6H,2-4H2,1H3"
870,C6KET14O,2,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h5-6H,2-4H2,1H3"
871,C6KET15O,2,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h5-6H,2-4H2,1H3"
872,C6KET21O,2,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h2-5H2,1H3"
873,C6KET23O,2,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h6H,3-4H2,1-2H3"
874,C6KET24O,2,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h6H,3-4H2,1-2H3"
875,C6KET25O,2,"InChI=1S/C6H11O2/c1-5(7)3-4-6(2)8/h5H,3-4H2,1-2H3"
876,C6KET26O,2,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h2-5H2,1H3"
877,C6KET31O,2,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h2-5H2,1H3"
878,C6KET32O,2,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h5H,3-4H2,1-2H3"
879,C6KET34O,2,"InChI=1S/C6H11O2/c1-3-5(7)6(8)4-2/h5H,3-4H2,1-2H3"
880,C6KET35O,2,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h5H,3-4H2,1-2H3"
881,C6KET36O,2,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h2-5H2,1H3"
882,C6H12OOH1-2O,2,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6,8H,2-5H2,1H3"
883,C6H12OOH1-3O,2,"InChI=1S/C6H13O3/c1-2-3-6(7)4-5-9-8/h6,8H,2-5H2,1H3"
884,C6H12OOH1-4O,2,"InChI=1S/C6H13O3/c1-2-6(7)4-3-5-9-8/h6,8H,2-5H2,1H3"
885,C6H12OOH1-5O,2,"InChI=1S/C6H13O3/c1-6(7)4-2-3-5-9-8/h6,8H,2-5H2,1H3"
886,C6H12OOH2-1O,2,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6,8H,2-5H2,1H3"
887,C6H12OOH2-3O,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-6,8H,3-4H2,1-2H3"
888,C6H12OOH2-4O,2,"InChI=1S/C6H13O3/c1-3-6(7)4-5(2)9-8/h5-6,8H,3-4H2,1-2H3"
889,C6H12OOH2-5O,2,"InChI=1S/C6H13O3/c1-5(7)3-4-6(2)9-8/h5-6,8H,3-4H2,1-2H3"
890,C6H12OOH2-6O,2,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h6,8H,2-5H2,1H3"
891,C6H12OOH3-1O,2,"InChI=1S/C6H13O3/c1-2-3-6(9-8)4-5-7/h6,8H,2-5H2,1H3"
892,C6H12OOH3-2O,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-6,8H,3-4H2,1-2H3"
893,C6H12OOH3-4O,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-6,8H,3-4H2,1-2H3"
894,C6H12OOH3-5O,2,"InChI=1S/C6H13O3/c1-3-6(9-8)4-5(2)7/h5-6,8H,3-4H2,1-2H3"
895,C6H12OOH3-6O,2,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3"
896,NC5H11CHO,1,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
897,C6Y2,1,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
898,CH3COOH,1,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"
899,C2H5COOH,1,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
900,C6H12-1,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3"
901,C6H12-2,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3"
902,C6H12-3,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h5-6H,3-4H2,1-2H3"
903,C6H111-3,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5H,1,4,6H2,2H3"
904,C6H111-4,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,6H,1,4-5H2,2H3"
905,C6H111-5,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-4H,1,5-6H2,2H3"
906,C6H111-6,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3H,1-2,4-6H2"
907,C6H112-4,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5-6H,4H2,1-2H3"
908,C6H112-5,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-5H,6H2,1-2H3"
909,C6H112-6,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h4,6H,1,3,5H2,2H3"
910,C6H113-1,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h5-6H,1,3-4H2,2H3"
911,C6H12OH-1J2,2,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h5,7H,2-4,6H2,1H3"
912,C6H12OH-2J1,2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6-7H,2-5H2,1H3"
913,C6H12OH-2J3,2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h5-7H,3-4H2,1-2H3"
914,C6H12OH-3J2,2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h4,6-7H,3,5H2,1-2H3"
915,C6H12OH-3J4,2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h5-7H,3-4H2,1-2H3"
916,C6H12OH-1O2-2,2,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3"
917,C6H12OH-2O2-1,2,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3"
918,C6H12OH-2O2-3,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3"
919,C6H12OH-3O2-2,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3"
920,C6H12OH-3O2-4,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-7H,3-4H2,1-2H3"
921,PC4H9CHO,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
922,PC4H8CHO-1,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h4-5H,2-3H2,1H3"
923,PC4H8CHO-2,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h3,5H,2,4H2,1H3"
924,PC4H8CHO-3,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2,5H,3-4H2,1H3"
925,PC4H8CHO-4,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h5H,1-4H2"
926,C6H11-1D3O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h4,6H,2-3,5H2,1H3"
927,C6H11-1D4O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,6H,1,4-5H2,2H3"
928,C6H11-1D5O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h3,6H,1,4-5H2,2H3"
929,C6H11-1D6O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2H,1,3-6H2"
930,C6H11-2D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4-5H,2-3,6H2,1H3"
931,C6H11-2D4O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,5-6H,4H2,1-2H3"
932,C6H11-2D5O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h3-4,6H,5H2,1-2H3"
933,C6H11-2D6O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-3H,4-6H2,1H3"
934,C6H11-3D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3-4H,2,5-6H2,1H3"
935,C6H11-3D2O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h4-6H,3H2,1-2H3"
936,NC5H11CO,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-5H2,1H3"
937,NC5H10CHO-1,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h5-6H,2-4H2,1H3"
938,NC5H10CHO-2,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4,6H,2-3,5H2,1H3"
939,NC5H10CHO-3,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3,6H,2,4-5H2,1H3"
940,NC5H10CHO-4,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2,6H,3-5H2,1H3"
941,NC5H10CHO-5,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h6H,1-5H2"
942,C6H10D13,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3"
943,C6H10D24,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3"
944,C6H101-5,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2"
945,C6H9-A,2,"InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2"
946,NC7H16,1,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3"
947,C7H15-1,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3"
948,C7H15-2,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3"
949,C7H15-3,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3"
950,C7H15-4,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3"
951,C7H15OOH-1,1,"InChI=1S/C7H16O2/c1-2-3-4-5-6-7-9-8/h8H,2-7H2,1H3"
952,C7H15OOH-2,1,"InChI=1S/C7H16O2/c1-3-4-5-6-7(2)9-8/h7-8H,3-6H2,1-2H3"
953,C7H15OOH-3,1,"InChI=1S/C7H16O2/c1-3-5-6-7(4-2)9-8/h7-8H,3-6H2,1-2H3"
954,C7H15OOH-4,1,"InChI=1S/C7H16O2/c1-3-5-7(9-8)6-4-2/h7-8H,3-6H2,1-2H3"
955,C7H15-1O2,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3"
956,C7H15-2O2,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3"
957,C7H15-3O2,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3"
958,C7H15-4O2,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3"
959,C7H15-1O,2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h2-7H2,1H3"
960,C7H15-2O,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7H,3-6H2,1-2H3"
961,C7H15-3O,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h7H,3-6H2,1-2H3"
962,C7H15-4O,2,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h7H,3-6H2,1-2H3"
963,C7H14OOH1-2,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h6,8H,2-5,7H2,1H3"
964,C7H14OOH1-3,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h5,8H,2-4,6-7H2,1H3"
965,C7H14OOH1-4,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h4,8H,2-3,5-7H2,1H3"
966,C7H14OOH1-5,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h3,8H,2,4-7H2,1H3"
967,C7H14OOH2-1,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3"
968,C7H14OOH2-3,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3"
969,C7H14OOH2-4,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h5,7-8H,3-4,6H2,1-2H3"
970,C7H14OOH2-5,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3"
971,C7H14OOH2-6,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,4-6H2,1-2H3"
972,C7H14OOH3-1,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,2-6H2,1H3"
973,C7H14OOH3-2,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3"
974,C7H14OOH3-4,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h6-8H,3-5H2,1-2H3"
975,C7H14OOH3-5,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h5,7-8H,3-4,6H2,1-2H3"
